english,pos,cefr,translation_tr,alt_translation_tr,disambiguation,warning
bet,noun,B2,bahis,,zelfstandig naamwoord — zie ook bet (werkwoord) (a wager),
betray,verb,C1,ihanet etmek,,,
better,adjective,A1,daha iyi,,,
between,preposition,A1,arasında,,,
beverage,noun,C1,içecek,,,
beyond,preposition,B2,ötesinde,,,
bias,noun,B2,önyargı,yanlılık,,
bicycle,noun,A1,bisiklet,,,
bid,noun,B2,teklif,,"zelfstandig naamwoord — zie ook bid (werkwoord) (an offer, especially of money)",
bid,verb,B2,teklif vermek,,werkwoord — zie ook bid (zelfstandig naamwoord) (to offer money for something),
big,adjective,A1,büyük,,,
bike,noun,A1,bisiklet,,,informeel
bill,noun,A1,fatura,,zelfstandig naamwoord — zie ook bill (werkwoord) (a request for payment),
bill,verb,B2,fatura kesmek,,werkwoord — zie ook bill (zelfstandig naamwoord) (to send someone a request for payment),
billion,number,A2,milyar,,,
bind,verb,C1,bağlamak,,,
biography,noun,C1,biyografi,,,
biological,adjective,B2,biyolojik,,,
biology,noun,A2,biyoloji,,,
bird,noun,A1,kuş,,,
birth,noun,A2,doğum,,,
birthday,noun,A1,doğum günü,,,
bishop,noun,C1,piskopos,,,
bit,noun,A2,biraz,parça,,
bite,verb,B1,ısırmak,,werkwoord — zie ook bite (zelfstandig naamwoord) (to cut with the teeth),
bite,noun,B1,ısırık,,zelfstandig naamwoord — zie ook bite (werkwoord) (a wound from biting),
bitter,adjective,B2,acı (tat),,,
bizarre,adjective,C1,tuhaf,garip,,
black,adjective,A1,siyah,,,
blade,noun,C1,bıçak ağzı,bıçak,,
blame,verb,B2,suçlamak,,werkwoord — zie ook blame (zelfstandig naamwoord) (to hold responsible for something bad),
blame,noun,B2,suç (sorumluluk),,zelfstandig naamwoord — zie ook blame (werkwoord) (responsibility for something bad),
blank,adjective,A2,boş,,,
blanket,noun,B2,battaniye,,,
blast,noun,C1,patlama,,zelfstandig naamwoord — zie ook blast (werkwoord) (an explosion),
blast,verb,C1,patlatmak,,"werkwoord — zie ook blast (zelfstandig naamwoord) (to explode, blow up)",
bleed,verb,C1,kanamak,,,
blend,verb,C1,karıştırmak,harmanlamak,werkwoord — zie ook blend (zelfstandig naamwoord) (to mix together),
blend,noun,C1,karışım,harman,zelfstandig naamwoord — zie ook blend (werkwoord) (a mixture),
bless,verb,C1,kutsamak,,,
blessing,noun,C1,nimet,kutsama,,
blind,adjective,B2,kör,,,
block,noun,A2,blok,,"zelfstandig naamwoord — zie ook block (werkwoord) (a solid piece, or a section of a city)",
block,verb,B1,engellemek,,werkwoord — zie ook block (zelfstandig naamwoord) (to stop something from passing),
blog,noun,A1,blog,,,
blond,adjective,A1,sarışın,,,
blood,noun,A2,kan,,,
blow,verb,A2,üflemek,,werkwoord (mens blaast) — zie ook blow (wind),
blow,verb,A2,esmek,,werkwoord (wind waait) — zie ook blow (mens blaast),
blue,adjective,A1,mavi,,,
board,verb,B1,binmek (araca),,werkwoord — zie ook board (zelfstandig naamwoord) (to get onto a vehicle),
board,noun,A2,tahta,,"zelfstandig naamwoord (plank) — zie ook board (bestuur) (a flat piece of wood, or a committee)",
board,noun,B2,kurul,,"zelfstandig naamwoord (bestuur/commissie) — zie ook board (plank) (a flat piece of wood, or a committee)",
boast,verb,C1,övünmek,,,
boat,noun,A1,tekne,,,
body,noun,A1,vücut,,,
boil,verb,A2,kaynatmak,kaynamak,,
bold,adjective,A2,cesur,,bijvoeglijk naamwoord (moedig) — zie ook bold (lettertype),
bold,adjective,B1,kalın,,"bijvoeglijk naamwoord (lettertype, vet gedrukt) — zie ook bold (moedig)",
bomb,noun,B1,bomba,,zelfstandig naamwoord — zie ook bomb (werkwoord) (an explosive device),
bomb,verb,B1,bombalamak,,werkwoord — zie ook bomb (zelfstandig naamwoord) (to attack with explosives),
bombing,noun,B2,bombalama,,,
bond,noun,B2,bağ,,zelfstandig naamwoord (emotionele band) — zie ook bond (obligatie),
bond,noun,C1,tahvil,,zelfstandig naamwoord (financiële obligatie) — zie ook bond (emotionele band),
bone,noun,A2,kemik,,,
bonus,noun,C1,ikramiye,bonus,,
book,noun,A1,kitap,,zelfstandig naamwoord — zie ook book (werkwoord) (reading material),
book,verb,A2,rezervasyon yapmak,,werkwoord — zie ook book (zelfstandig naamwoord) (to reserve),
booking,noun,C1,rezervasyon,,,
boom,noun,C1,patlama,yükseliş,"harde knal, of economische groei",
boost,verb,B2,artırmak,güçlendirmek,"werkwoord — zie ook boost (zelfstandig naamwoord) (to increase, raise)",
boost,noun,B2,artış,destek,"zelfstandig naamwoord — zie ook boost (werkwoord) (an increase, a lift)",
boot,noun,A1,çizme,,,
border,noun,B1,sınır,,zelfstandig naamwoord — zie ook border (werkwoord) (the line between two countries),
border,verb,B2,sınır olmak,,"werkwoord — zie ook border (zelfstandig naamwoord) (to lie next to, share a border with)",
bored,adjective,A1,sıkılmış,,,
boring,adjective,A1,sıkıcı,,,
born,verb,A1,doğmuş,,,
borrow,verb,A2,ödünç almak,,,
boss,noun,A2,patron,,,
both,determiner,A1,her ikisi,,,
bother,verb,B1,rahatsız etmek,,,
bottle,noun,A1,şişe,,,
bottom,noun,A2,alt,dip,,
bounce,verb,C1,sekmek,zıplamak,,
bound,adjective,B2,kesin,zorunlu,,
boundary,noun,C1,sınır,,,
bow,verb,C1,eğilmek,,werkwoord (buigen) — zie ook bow (zelfstandig naamwoord) (to bend forward as a greeting),
bow,noun,C1,yay,,"zelfstandig naamwoord (strik/boog) — zie ook bow (werkwoord) (a weapon for arrows, or a knot)",
bowl,noun,A2,kase,,,
box,noun,A1,kutu,,,
boy,noun,A1,erkek çocuk,,,
boyfriend,noun,A1,erkek arkadaş,,,
brain,noun,A2,beyin,,,
branch,noun,B1,dal,şube,,
brand,noun,B1,marka,,"zelfstandig naamwoord — zie ook brand (werkwoord) (a make, a company's product line)",
brand,verb,B1,markalamak,damgalamak,"werkwoord — zie ook brand (zelfstandig naamwoord) (to label, mark permanently)",
brave,adjective,B1,cesur,,,
breach,noun,C1,ihlal,,zelfstandig naamwoord — zie ook breach (werkwoord) (a violation of a rule/agreement),
breach,verb,C1,ihlal etmek,,werkwoord — zie ook breach (zelfstandig naamwoord) (to violate a rule/agreement),
bread,noun,A1,ekmek,,,
break,verb,A1,kırmak,,"werkwoord — zie ook break (zelfstandig naamwoord) (to shatter, or to violate a rule)",
break,noun,A1,mola,kırılma,"zelfstandig naamwoord — zie ook break (werkwoord) (a pause, rest)",
breakdown,noun,C1,bozulma,çöküntü,,
breakfast,noun,A1,kahvaltı,,,
breakthrough,noun,C1,atılım,buluş,,
breast,noun,B2,göğüs,,,
breath,noun,B1,nefes,,,
breathe,verb,B1,nefes almak,,,
breathing,noun,B1,nefes alma,,,
breed,verb,C1,üretmek,yetiştirmek,werkwoord — zie ook breed (zelfstandig naamwoord) (to produce offspring),
breed,noun,C1,cins,tür,zelfstandig naamwoord — zie ook breed (werkwoord) (a type of animal),
brick,noun,B2,tuğla,,,
bride,noun,B1,gelin,,,
bridge,noun,A2,köprü,,,
brief,adjective,B2,kısa (özet),,,
briefly,adverb,B2,kısaca,,,
bright,adjective,A2,parlak,zeki,,
brilliant,adjective,A2,parlak (zeki/harika),,,
bring,verb,A1,getirmek,,,
broad,adjective,B2,geniş,,,
broadband,noun,C1,geniş bant,,,
broadcast,verb,B2,yayınlamak,,werkwoord — zie ook broadcast (zelfstandig naamwoord) (to transmit on radio/TV),
broadcast,noun,B2,yayın,,zelfstandig naamwoord — zie ook broadcast (werkwoord) (a radio/TV transmission),
broadcaster,noun,B2,yayıncı,,,
broadly,adverb,B2,genel olarak,geniş çapta,,
broken,adjective,A2,kırık,bozuk,,
brother,noun,A1,erkek kardeş,,,
brown,adjective,A1,kahverengi,,,
browser,noun,C1,tarayıcı,,,
brush,verb,A2,fırçalamak,,werkwoord — zie ook brush (zelfstandig naamwoord) (to clean/sweep with a brush),
brush,noun,A2,fırça,,zelfstandig naamwoord — zie ook brush (werkwoord) (a tool with bristles),
brutal,adjective,C1,acımasız,vahşi,,
bubble,noun,B1,kabarcık,,,
buck,noun,B2,dolar,,zelfstandig naamwoord (informeel: dollar) — zie ook buck (mannetjeshert),
buck,noun,C1,erkek geyik,,zelfstandig naamwoord (mannetjeshert) — zie ook buck (dollar),
buddy,noun,C1,arkadaş,dost,,informeel
budget,noun,B2,bütçe,,,
buffer,noun,C1,tampon,,,
bug,noun,A2,böcek,,zelfstandig naamwoord (insect) — zie ook bug (software),
bug,noun,B1,hata,,zelfstandig naamwoord (softwarefout) — zie ook bug (insect),
build,verb,A1,inşa etmek,,,
building,noun,A1,bina,,,
bulk,noun,C1,toplu,kütle,,
bullet,noun,B2,mermi,,,
bunch,noun,B2,demet,bir grup,,
burden,noun,C1,yük,,,
bureaucracy,noun,C1,bürokrasi,,,
burial,noun,C1,gömme,cenaze,,
burn,verb,A2,yanmak,yakmak,"werkwoord — zie ook burn (zelfstandig naamwoord) (to be on fire, or to injure with fire/heat)",
burn,noun,B2,yanık,,zelfstandig naamwoord — zie ook burn (werkwoord) (an injury from fire/heat),
burst,verb,C1,patlamak,,,
bury,verb,B1,gömmek,,,
bus,noun,A1,otobüs,,,
bush,noun,B2,çalı,,,
business,noun,A1,iş (ticaret),,,
businessman,noun,A2,iş adamı,,,
busy,adjective,A1,meşgul,,,
but,conjunction,A1,ama,fakat,,
butter,noun,A1,tereyağı,,,
button,noun,A2,düğme,,,
buy,verb,A1,satın almak,,,
by,preposition,A1,tarafından,yanında,,
bye,exclamation,A1,hoşça kal,,,
cabin,noun,B2,kabin,,zelfstandig naamwoord (hut op schip/vliegtuig) — zie ook cabin (blokhut),
cabin,noun,C1,kulübe,,zelfstandig naamwoord (blokhut in het bos) — zie ook cabin (scheepshut),
cabinet,noun,B1,dolap,,zelfstandig naamwoord (meubel) — zie ook cabinet (regering),
cabinet,noun,C1,kabine,,zelfstandig naamwoord (regering) — zie ook cabinet (meubel),
cable,noun,B1,kablo,,,
cafe,noun,A1,kafe,,,
cake,noun,A1,kek,pasta,,
calculate,verb,B2,hesaplamak,,,
calculation,noun,C1,hesaplama,,,
call,verb,A1,aramak,çağırmak,"werkwoord — zie ook call (zelfstandig naamwoord) (to phone, or to name)",
call,noun,A1,arama (telefon),çağrı,zelfstandig naamwoord — zie ook call (werkwoord) (a phone conversation),
calm,adjective,B1,sakin,,,
camera,noun,A1,kamera,,,
camp,noun,A2,kamp,,zelfstandig naamwoord — zie ook camp (werkwoord) (a temporary outdoor site),
camp,verb,A2,kamp yapmak,,werkwoord — zie ook camp (zelfstandig naamwoord) (to stay in a temporary outdoor site),
campaign,noun,B1,kampanya,,zelfstandig naamwoord — zie ook campaign (werkwoord) (an organized effort toward a goal),
campaign,verb,B1,kampanya yürütmek,,werkwoord — zie ook campaign (zelfstandig naamwoord) (to run an organized effort toward a goal),
camping,noun,A2,kamp yapma,,,
campus,noun,A2,kampüs,,,
can,modal verb,A1,-ebilmek,,(ability/permission),
can,noun,A2,konserve kutusu,teneke kutu,(a tin/container),
canal,noun,B2,kanal,,,
cancel,verb,B2,iptal etmek,,,
cancer,noun,B2,kanser,,,gevoelig onderwerp
candidate,noun,B1,aday,,,
candle,noun,B2,mum,,,
candy,noun,A2,şeker,,,
cannot,verb,A1,-ememek,,,
canvas,noun,C1,tuval,branda,,
cap,noun,B1,kasket,kapak,,
capability,noun,C1,yetenek,kapasite,,
capable,adjective,B2,yetenekli,muktedir,,
capacity,noun,B2,kapasite,,,
capital,noun,A1,başkent,,zelfstandig naamwoord (hoofdstad) — zie ook capital (kapitaal),
capital,noun,B2,sermaye,,zelfstandig naamwoord (financieel kapitaal) — zie ook capital (hoofdstad),
capitalism,noun,C1,kapitalizm,,,
capitalist,adjective,C1,kapitalist,,,
captain,noun,B1,kaptan,,,
capture,verb,B2,yakalamak,ele geçirmek,"werkwoord — zie ook capture (zelfstandig naamwoord) (to seize, catch)",
capture,noun,B2,ele geçirme,,zelfstandig naamwoord — zie ook capture (werkwoord) (the act of seizing),
car,noun,A1,araba,,,
carbon,noun,B2,karbon,,,
card,noun,A1,kart,,,
care,noun,A2,bakım,özen,"zelfstandig naamwoord — zie ook care (werkwoord) (attention, concern)",
care,verb,A2,önemsemek,,werkwoord — zie ook care (zelfstandig naamwoord) (to feel concern),
career,noun,A1,kariyer,,,
careful,adjective,A2,dikkatli,,,
carefully,adverb,A2,dikkatlice,,,
careless,adjective,B1,dikkatsiz,,,
cargo,noun,C1,kargo,yük,,
carpet,noun,A2,halı,,,
carriage,noun,C1,vagon,,zelfstandig naamwoord (treinwagon) — zie ook carriage (koets),
carriage,noun,C1,fayton,,zelfstandig naamwoord (paardenkoets) — zie ook carriage (treinwagon),
carrot,noun,A1,havuç,,,
carry,verb,A1,taşımak,,,
cartoon,noun,A2,çizgi film,,,
carve,verb,C1,oymak,,,
case,noun,A2,durum,,zelfstandig naamwoord (situatie) — zie ook case (rechtszaak),
case,noun,B1,dava,,zelfstandig naamwoord (rechtszaak) — zie ook case (situatie),
cash,noun,A2,nakit,,,
casino,noun,C1,kumarhane,,,
cast,noun,B2,oyuncu kadrosu,,zelfstandig naamwoord — zie ook cast (werkwoord) (the actors in a show),
cast,verb,B2,rol vermek,,werkwoord (een rol toewijzen aan een acteur) — zie ook cast (werpen) (to choose actors for a role),
cast,verb,C1,atmak,,"werkwoord (werpen, bv. een stem/net uitwerpen) — zie ook cast (een rol geven) (to choose actors for a role)",
castle,noun,B2,kale,şato,,
casual,adjective,B2,gündelik,rahat,,
casualty,noun,C1,kayıp,yaralı,,
cat,noun,A1,kedi,,,
catalog,noun,C1,katalog,,,
catch,noun,B1,yakalama,,zelfstandig naamwoord (het vangen) — zie ook catch (addertje),
catch,noun,B2,tuzak,,zelfstandig naamwoord (verborgen addertje/valstrik) — zie ook catch (het vangen),
category,noun,B1,kategori,,,
cater,verb,C1,yemek sağlamak,hizmet vermek,,
cattle,noun,C1,sığır,,,
cause,noun,A2,sebep,neden,zelfstandig naamwoord — zie ook cause (werkwoord) (a reason something happens),
cause,verb,A2,sebep olmak,,werkwoord — zie ook cause (zelfstandig naamwoord) (to make something happen),
caution,noun,C1,dikkat,ihtiyat,,
cautious,adjective,C1,dikkatli,tedbirli,,
cave,noun,B2,mağara,,,
cease,verb,C1,durmak,son vermek,,
ceiling,noun,B1,tavan,,,
celebrate,verb,A2,kutlamak,,,
celebration,noun,B1,kutlama,,,
celebrity,noun,A2,ünlü,,,
cell,noun,A2,hücre,,,
cemetery,noun,C1,mezarlık,,,
cent,noun,A1,sent,,,
center,noun,A1,merkez,,zelfstandig naamwoord — zie ook center (werkwoord) (the middle point),
center,verb,B1,ortalamak,,werkwoord — zie ook center (zelfstandig naamwoord) (to place in the middle),
central,adjective,B1,merkezi,,,
century,noun,A2,yüzyıl,,,
ceremony,noun,B1,tören,,,
certain,adjective,A2,kesin,belirli,,
certainly,adverb,A2,kesinlikle,,,
certainty,noun,B2,kesinlik,,,
certificate,noun,B2,sertifika,belge,,
chain,noun,B1,zincir,,zelfstandig naamwoord — zie ook chain (werkwoord) (a series of connected metal rings),
chain,verb,B2,zincirlemek,,werkwoord — zie ook chain (zelfstandig naamwoord) (to fasten with a chain),
chair,noun,A1,sandalye,,zelfstandig naamwoord — zie ook chair (werkwoord) (a seat),
chair,verb,B2,başkanlık etmek,,werkwoord — zie ook chair (zelfstandig naamwoord) (to lead a meeting),
chairman,noun,B2,başkan,,,
challenge,noun,B1,zorluk,meydan okuma,zelfstandig naamwoord — zie ook challenge (werkwoord) (a difficult task),
challenge,verb,B2,meydan okumak,,"werkwoord — zie ook challenge (zelfstandig naamwoord) (to invite someone to compete, or dispute)",
challenging,adjective,B2,zorlu,meydan okuyan,,
chamber,noun,B1,oda,,zelfstandig naamwoord (kamer/ruimte) — zie ook chamber (orgaan),
chamber,noun,C1,meclis,,zelfstandig naamwoord (wetgevend orgaan) — zie ook chamber (kamer/ruimte),
champion,noun,B1,şampiyon,,,
championship,noun,B2,şampiyona,,,
chance,noun,A2,şans,fırsat,,
change,verb,A1,değiştirmek,,werkwoord — zie ook change (zelfstandig naamwoord) (to make different),
change,noun,A1,değişiklik,,zelfstandig naamwoord — zie ook change (werkwoord) (a difference from before),
channel,noun,B1,kanal,,,
chaos,noun,C1,kaos,kargaşa,,
chapter,noun,B1,bölüm (kitap),,,
character,noun,A2,karakter,,,
characteristic,noun,B2,özellik,,,
characterize,verb,C1,nitelendirmek,,,
charge,noun,B1,ücret,suçlama,"zelfstandig naamwoord — zie ook charge (werkwoord) (a fee, or a formal accusation)",
charge,verb,B1,ücret almak,şarj etmek,"werkwoord — zie ook charge (zelfstandig naamwoord) (to ask a fee, or formally accuse)",
charity,noun,A2,hayır kurumu,,,
charm,noun,C1,çekicilik,cazibe,,
charming,adjective,B2,büyüleyici,cazibeli,,
chart,noun,A1,grafik,,"zelfstandig naamwoord — zie ook chart (werkwoord) (a graph, diagram)",
chart,verb,B2,grafiğini çıkarmak,,werkwoord — zie ook chart (zelfstandig naamwoord) (to make a graph of),
charter,noun,C1,tüzük,,zelfstandig naamwoord (oprichtingsdocument) — zie ook charter (huren) (a formal document of rights/rules),
charter,verb,C1,kiralamak,,werkwoord (een vliegtuig/schip huren) — zie ook charter (document) (to hire a vehicle for private use),
chase,verb,B2,kovalamak,,"werkwoord — zie ook chase (zelfstandig naamwoord) (to pursue, run after)",
chase,noun,B2,kovalamaca,takip,zelfstandig naamwoord — zie ook chase (werkwoord) (the act of pursuing),
chat,verb,A2,sohbet etmek,,werkwoord — zie ook chat (zelfstandig naamwoord) (to talk informally),
chat,noun,A2,sohbet,,zelfstandig naamwoord — zie ook chat (werkwoord) (an informal conversation),
cheap,adjective,A1,ucuz,,,
cheat,verb,B1,hile yapmak,aldatmak,werkwoord — zie ook cheat (zelfstandig naamwoord) (to act dishonestly to gain an advantage),
cheat,noun,B1,hilekar,,zelfstandig naamwoord — zie ook cheat (werkwoord) (a person who cheats),
check,noun,A2,kontrol,,zelfstandig naamwoord (controle) — zie ook check (cheque),
check,noun,B2,çek,,zelfstandig naamwoord (bankcheque) — zie ook check (controle),
cheek,noun,B2,yanak,,,
cheer,verb,B2,tezahürat yapmak,,werkwoord — zie ook cheer (zelfstandig naamwoord) (to shout encouragement),
cheer,noun,B2,tezahürat,neşe,zelfstandig naamwoord — zie ook cheer (werkwoord) (a shout of encouragement),
cheerful,adjective,B1,neşeli,,,
cheese,noun,A1,peynir,,,
chef,noun,A2,şef (aşçı),,,
chemical,adjective,B1,kimyasal,,,
chemistry,noun,A2,kimya,,,
chest,noun,B1,göğüs,,"zelfstandig naamwoord (lichaamsdeel, borst) — zie ook chest (kist)",
chest,noun,B2,sandık,,zelfstandig naamwoord (opbergkist) — zie ook chest (borst),
chicken,noun,A1,tavuk,,,
chief,adjective,B2,baş,,bijvoeglijk naamwoord — zie ook chief (zelfstandig) (most important),
chief,noun,B2,şef,lider,zelfstandig naamwoord — zie ook chief (bijvoeglijk) (the leader),
child,noun,A1,çocuk,,,
childhood,noun,B1,çocukluk,,,
chip,noun,A2,cips,,zelfstandig naamwoord (chips om te eten) — zie ook chip (computerchip),
chip,noun,B2,yonga,,zelfstandig naamwoord (computerchip) — zie ook chip (aardappelchips),
chocolate,noun,A1,çikolata,,,
choice,noun,A2,seçim,,,
choir,noun,C1,koro,,,
choose,verb,A1,seçmek,,,
chop,verb,B2,doğramak,kesmek,,
chronic,adjective,C1,kronik,müzmin,,
chunk,noun,C1,parça,büyük dilim,,
church,noun,A2,kilise,,,
cigarette,noun,A2,sigara,,,
circle,noun,A2,daire,çember,zelfstandig naamwoord — zie ook circle (werkwoord) (the round shape),
circle,verb,A2,daire çizmek,çevrelemek,werkwoord — zie ook circle (zelfstandig naamwoord) (to move around in a circle),
circuit,noun,B1,devre,,zelfstandig naamwoord (elektrisch) — zie ook circuit (racebaan),
circuit,noun,C1,pist,,zelfstandig naamwoord (racebaan) — zie ook circuit (elektrisch),
circulate,verb,C1,dolaşmak,dolaştırmak,,
circulation,noun,B2,dolaşım,,zelfstandig naamwoord (bloedsomloop/algemeen) — zie ook circulation (oplage),
circulation,noun,C1,tiraj,,zelfstandig naamwoord (oplage van een krant) — zie ook circulation (bloedsomloop),
circumstance,noun,B2,durum,koşul,,
cite,verb,B2,alıntı yapmak,örnek göstermek,,
citizen,noun,B2,vatandaş,,,
citizenship,noun,C1,vatandaşlık,,,
city,noun,A1,şehir,,,
civic,adjective,C1,sivil,kentsel,,
